Year_Built,Heating_QC,Full_Bath,Bedroom_AbvGr,TotRms_AbvGrd,Garage_Cars,Pool_QC,Sale_Price,transformed_price
1936,Excellent,1,3,6,2,No_Pool,155000,11.9511804
1928,Good,1,3,9,2,No_Pool,177000,12.08390501
1928,Good,2,3,6,1,No_Pool,145000,11.88448902
1918,Excellent,1,3,6,1,No_Pool,137000,11.8277362
1926,Excellent,1,3,9,1,No_Pool,234000,12.36307639
1940,Excellent,1,2,6,2,No_Pool,205000,12.23076526
1942,Fair,1,3,7,1,No_Pool,177500,12.08672589
1940,Excellent,1,2,7,1,No_Pool,160000,11.98292909
1960,Excellent,1,2,5,1,No_Pool,155000,11.9511804
1921,Excellent,1,2,5,2,No_Pool,163500,12.00456827
1921,Excellent,1,3,7,1,No_Pool,154900,11.95053503
1940,Excellent,2,5,13,2,No_Pool,205000,12.23076526
1954,Excellent,1,2,6,1,No_Pool,144800,11.88310876
1941,Excellent,1,3,7,1,No_Pool,174500,12.06968002
1960,Typical,2,3,6,2,No_Pool,193000,12.17044547
1949,Fair,2,3,7,1,No_Pool,158000,11.97035031
1950,Excellent,1,3,6,1,No_Pool,158500,11.97350987
1954,Excellent,1,3,6,2,No_Pool,224000,12.31940133
1980,Typical,1,2,5,2,No_Pool,115000,11.65268741
1980,Typical,1,2,5,2,No_Pool,137000,11.8277362
1980,Typical,1,2,5,2,No_Pool,121000,11.70354582
1980,Typical,1,2,5,2,No_Pool,124000,11.72803684
1986,Good,2,3,6,2,No_Pool,208000,12.24529336
1971,Typical,2,3,7,2,No_Pool,315000,12.66032792
1988,Excellent,2,3,5,2,No_Pool,222000,12.31043266
1920,Good,1,3,6,1,No_Pool,147000,11.89818787
1900,Excellent,2,5,11,2,No_Pool,123000,11.71993963
1920,Typical,1,3,6,1,No_Pool,78000,11.26446411
1915,Typical,1,2,6,0,No_Pool,85000,11.35040654
1925,Fair,1,2,4,1,No_Pool,75000,11.22524339
2007,Excellent,2,2,5,2,No_Pool,230000,12.34583459
1910,Typical,1,1,4,1,No_Pool,57625,10.96171178
2000,Excellent,2,3,7,3,No_Pool,251000,12.43320822
2003,Excellent,1,1,6,2,No_Pool,239686,12.38708501
2004,Excellent,2,3,7,2,No_Pool,240000,12.3883942
2001,Excellent,2,3,7,2,No_Pool,215000,12.27839331
1977,Excellent,1,2,5,1,No_Pool,156450,11.96049175
1977,Typical,1,2,5,2,No_Pool,173000,12.06104687
1977,Typical,2,4,8,2,No_Pool,126000,11.74403719
1990,Excellent,2,3,6,2,No_Pool,173000,12.06104687
1991,Typical,2,2,5,2,No_Pool,152000,11.9316358
1958,Good,1,3,7,2,No_Pool,137500,11.8313792
1965,Typical,2,3,8,2,No_Pool,375000,12.8346813
2007,Excellent,2,2,6,3,No_Pool,315500,12.66191396
2009,Good,2,3,6,2,No_Pool,224500,12.32163099
2008,Excellent,2,3,9,3,No_Pool,410000,12.92391244
2008,Excellent,2,3,7,3,No_Pool,316500,12.66507852
2007,Excellent,2,3,7,3,No_Pool,201000,12.21106019
1988,Typical,2,3,6,2,No_Pool,175000,12.07254125
1980,Excellent,2,3,7,2,No_Pool,204000,12.22587527
1987,Excellent,2,3,7,2,No_Pool,213500,12.27139211
2001,Excellent,2,2,6,2,No_Pool,220000,12.30138283
2003,Excellent,2,3,9,2,No_Pool,170000,12.04355372
2006,Excellent,2,2,8,3,No_Pool,315000,12.66032792
2007,Excellent,2,2,7,3,No_Pool,425000,12.95984445
1968,Good,1,3,6,1,No_Pool,139500,11.84581988
1960,Typical,1,3,9,2,No_Pool,115000,11.65268741
1998,Excellent,2,2,5,2,No_Pool,162000,11.99535161
1999,Excellent,2,2,5,2,No_Pool,165000,12.01370075
1973,Typical,1,2,5,1,No_Pool,91000,11.41861479
1968,Typical,1,3,5,1,No_Pool,130000,11.77528973
1970,Typical,1,1,3,1,No_Pool,86000,11.36210258
1969,Excellent,2,3,7,2,No_Pool,160000,11.98292909
1970,Typical,1,1,3,1,No_Pool,80000,11.28978191
1970,Typical,1,3,6,0,No_Pool,97000,11.48246626
1970,Typical,1,3,6,1,No_Pool,88000,11.38509209
1972,Good,1,2,4,1,No_Pool,131900,11.78979934
1993,Excellent,1,2,5,1,No_Pool,131250,11.78485918
1978,Excellent,1,1,4,2,No_Pool,165500,12.01672647
1985,Excellent,1,3,5,0,No_Pool,112000,11.62625415
1992,Typical,1,2,5,2,No_Pool,149000,11.91170158
1993,Excellent,1,1,5,2,No_Pool,143000,11.87059991
1992,Typical,1,3,6,2,No_Pool,130000,11.77528973
1977,Typical,2,2,5,2,No_Pool,196000,12.18586994
1969,Excellent,1,4,7,2,No_Pool,173000,12.06104687
1958,Excellent,1,3,6,2,No_Pool,176500,12.08107616
1970,Excellent,2,4,7,2,No_Pool,237500,12.3779229
1969,Typical,2,4,9,2,No_Pool,206900,12.23999086
1997,Excellent,2,3,7,2,No_Pool,187500,12.14153412
1995,Good,2,3,7,2,No_Pool,165000,12.01370075
1998,Excellent,2,3,7,2,No_Pool,195500,12.18331566
1998,Good,2,3,7,2,No_Pool,192000,12.16525065
1996,Good,2,3,7,2,No_Pool,173000,12.06104687
1996,Good,2,3,7,2,No_Pool,177900,12.08897687
1996,Excellent,2,3,6,2,No_Pool,175000,12.07254125
2001,Excellent,1,0,5,2,No_Pool,286000,12.56374709
1997,Excellent,1,1,6,2,No_Pool,247900,12.42078072
1993,Good,2,2,5,2,No_Pool,180000,12.10071213
1992,Excellent,2,2,5,2,No_Pool,180000,12.10071213
1997,Excellent,2,3,7,2,No_Pool,181000,12.10625231
1998,Good,2,3,7,2,No_Pool,183000,12.11724143
1995,Good,2,3,8,2,No_Pool,188000,12.14419724
1994,Excellent,2,3,7,2,No_Pool,194500,12.17818744
1991,Good,2,3,7,2,No_Pool,185000,12.1281111
1988,Good,2,2,5,2,No_Pool,189000,12.14950229
1989,Good,2,2,5,2,No_Pool,188500,12.14685329
2005,Excellent,3,5,9,3,No_Pool,355000,12.77987307
2005,Excellent,2,4,11,3,No_Pool,325000,12.69158046
2004,Excellent,2,2,7,3,No_Pool,387000,12.86617997
1952,Typical,1,3,7,2,No_Pool,115000,11.65268741
2007,Excellent,2,2,6,2,No_Pool,334000,12.71889627
1950,Good,2,3,6,2,No_Pool,133000,11.79810441
1986,Good,2,3,7,2,No_Pool,215000,12.27839331
1988,Excellent,2,2,6,2,No_Pool,226500,12.33050022
1981,Typical,2,3,7,2,No_Pool,175500,12.07539432
1983,Typical,2,3,6,2,No_Pool,181900,12.11121236
1978,Typical,2,3,7,2,No_Pool,235000,12.36734079
1979,Typical,2,3,6,2,No_Pool,220000,12.30138283
1977,Typical,2,4,11,2,No_Pool,272000,12.51355735
1976,Typical,2,3,6,2,No_Pool,161000,11.98915964
1977,Typical,2,3,6,2,No_Pool,175000,12.07254125
1980,Typical,2,3,7,2,No_Pool,185000,12.1281111
1969,Good,1,3,7,2,No_Pool,146900,11.89750736
1978,Excellent,2,4,8,4,No_Pool,292500,12.58621995
1976,Typical,2,3,7,2,No_Pool,180000,12.10071213
1976,Typical,2,2,5,2,No_Pool,159900,11.9823039
1976,Typical,2,4,8,2,No_Pool,205000,12.23076526
1973,Good,1,3,5,2,No_Pool,157000,11.96400108
1996,Excellent,2,4,9,3,No_Pool,306000,12.63134038
1974,Typical,2,4,8,2,No_Pool,133000,11.79810441
1969,Good,1,3,6,2,No_Pool,151000,11.92503512
1969,Typical,1,2,4,1,No_Pool,111900,11.62536089
1971,Typical,1,3,5,2,No_Pool,123000,11.71993963
1972,Typical,1,3,5,2,No_Pool,111250,11.6195352
1998,Excellent,2,2,5,2,No_Pool,181000,12.10625231
1973,Typical,1,2,5,1,No_Pool,103400,11.54636024
1973,Typical,1,2,5,1,No_Pool,100000,11.51292546
1972,Good,1,2,5,1,No_Pool,100500,11.51791301
1970,Typical,1,2,5,1,No_Pool,106000,11.57119437
1971,Typical,1,2,4,1,No_Pool,85400,11.35510138
1971,Typical,1,2,5,1,No_Pool,89500,11.4019939
1972,Typical,2,3,6,1,No_Pool,111750,11.62401951
1977,Typical,2,2,4,2,No_Pool,140000,11.8493977
1975,Good,2,4,7,2,No_Pool,143000,11.87059991
1977,Fair,2,2,4,2,No_Pool,148500,11.90834024
1966,Typical,1,3,5,1,No_Pool,110000,11.60823564
2008,Excellent,2,2,7,3,No_Pool,394617,12.88567095
2007,Excellent,2,3,9,3,No_Pool,426000,12.96219463
2007,Excellent,2,2,7,3,No_Pool,385000,12.86099861
2008,Excellent,2,3,11,3,No_Pool,446261,13.00865926
2007,Excellent,2,3,7,3,No_Pool,317500,12.6682331
2007,Excellent,2,2,6,3,No_Pool,372402,12.82772919
2007,Excellent,2,4,9,3,No_Pool,417500,12.94203982
2007,Excellent,2,2,7,3,No_Pool,383000,12.85579027
2006,Excellent,2,4,9,3,No_Pool,390000,12.87390202
2005,Excellent,2,4,10,4,No_Pool,460000,13.03898177
2005,Excellent,2,3,9,3,No_Pool,379000,12.84529148
2007,Excellent,2,4,10,3,No_Pool,250000,12.4292162
2004,Excellent,2,4,9,3,No_Pool,316000,12.66349749
2003,Excellent,1,1,7,3,Excellent,615000,13.32937755
2003,Excellent,2,3,10,3,No_Pool,412500,12.92999148
2003,Excellent,2,3,8,3,No_Pool,284000,12.55672952
2003,Excellent,2,2,7,3,No_Pool,284000,12.55672952
2001,Excellent,2,4,10,3,No_Pool,421250,12.95098176
2003,Excellent,2,4,9,3,No_Pool,370000,12.82125828
2008,Excellent,2,2,7,3,No_Pool,336860,12.72742269
2008,Excellent,1,1,7,3,No_Pool,367294,12.8139179
2005,Excellent,2,2,6,2,No_Pool,192000,12.16525065
2003,Excellent,1,1,6,2,No_Pool,274000,12.52088339
2005,Excellent,2,2,6,2,No_Pool,266000,12.49125159
2007,Excellent,2,2,6,3,No_Pool,370967,12.82386839
2006,Excellent,2,2,6,2,No_Pool,234250,12.3641442
2006,Excellent,2,2,6,2,No_Pool,219500,12.29910751
2003,Excellent,2,2,6,2,No_Pool,155000,11.9511804
2003,Excellent,2,2,6,2,No_Pool,154000,11.94470788
2004,Excellent,2,2,6,2,No_Pool,207000,12.24047407
2003,Excellent,2,2,6,3,No_Pool,195000,12.18075484
2004,Excellent,2,2,7,3,No_Pool,219990,12.30133737
2005,Excellent,2,2,7,2,No_Pool,191000,12.16002871
2007,Excellent,2,2,6,2,No_Pool,159895,11.98227263
2007,Excellent,2,2,5,2,No_Pool,187687,12.14253096
2004,Excellent,2,3,8,2,No_Pool,179000,12.09514108
2004,Excellent,2,3,8,2,No_Pool,193000,12.17044547
2005,Excellent,2,2,5,2,No_Pool,190000,12.15477935
2005,Excellent,2,3,8,2,No_Pool,176000,12.07823927
2002,Excellent,2,3,7,2,No_Pool,188000,12.14419724
2003,Excellent,2,4,9,2,No_Pool,213000,12.26904744
2007,Excellent,2,2,6,2,No_Pool,217300,12.28903417
2000,Excellent,2,3,8,2,No_Pool,186500,12.13618652
2000,Excellent,2,3,8,2,No_Pool,226750,12.33160337
2004,Excellent,2,3,8,2,No_Pool,184000,12.12269104
2002,Excellent,2,3,6,2,No_Pool,176000,12.07823927
1999,Excellent,2,4,8,2,No_Pool,225000,12.32385568
1999,Excellent,2,3,7,2,No_Pool,185900,12.13296417
1997,Excellent,2,3,9,2,No_Pool,284500,12.55848853
1998,Good,2,4,8,3,No_Pool,315000,12.66032792
2000,Excellent,2,4,9,3,No_Pool,250000,12.4292162
2000,Excellent,2,4,8,3,No_Pool,291000,12.58107855
1998,Excellent,2,2,5,3,No_Pool,350000,12.76568843
1996,Excellent,2,4,12,2,No_Pool,279500,12.54075757
1995,Excellent,2,4,9,3,No_Pool,290000,12.5776362
1995,Excellent,2,2,7,3,No_Pool,350000,12.76568843
1993,Excellent,2,3,9,3,No_Pool,341000,12.73963776
1993,Excellent,2,4,9,3,No_Pool,287500,12.56897814
1994,Excellent,2,3,5,2,No_Pool,271000,12.5098741
1994,Excellent,2,2,7,2,No_Pool,301500,12.6165253
2007,Excellent,2,3,7,3,No_Pool,235128,12.36788533
2007,Excellent,2,4,9,3,No_Pool,214000,12.27373129
2006,Excellent,2,3,7,3,No_Pool,232000,12.35449265
2006,Good,2,3,7,3,No_Pool,240000,12.3883942
2008,Excellent,2,2,6,2,No_Pool,264132,12.48420426
2007,Excellent,2,3,6,3,No_Pool,245000,12.40901349
2008,Excellent,2,3,6,2,No_Pool,227680,12.33569641
2007,Excellent,3,3,7,3,No_Pool,257000,12.45683136
2007,Excellent,2,3,8,3,No_Pool,297900,12.60451314
2006,Excellent,2,3,6,2,No_Pool,247000,12.41714362
2007,Excellent,2,3,6,2,No_Pool,212700,12.267638
2007,Excellent,2,3,6,2,No_Pool,250580,12.43153351
2007,Excellent,2,3,6,2,No_Pool,182000,12.11176197
2005,Good,2,3,7,2,No_Pool,226700,12.33138284
2003,Excellent,2,3,9,2,No_Pool,250000,12.4292162
2005,Excellent,2,3,9,3,No_Pool,250000,12.4292162
2007,Excellent,2,3,8,3,No_Pool,339750,12.73596533
2007,Excellent,2,3,7,2,No_Pool,205950,12.2353887
2007,Excellent,2,3,7,3,No_Pool,256000,12.45293272
2007,Excellent,2,2,6,2,No_Pool,230348,12.34734649
2003,Excellent,2,3,7,2,No_Pool,207500,12.24288662
2004,Excellent,1,3,6,0,No_Pool,141000,11.85651517
2003,Excellent,2,3,7,2,No_Pool,188000,12.14419724
2003,Excellent,2,3,8,2,No_Pool,192500,12.16785143
2005,Excellent,1,3,6,0,No_Pool,146000,11.8913619
2004,Excellent,1,3,6,2,No_Pool,159000,11.97665948
2003,Excellent,1,3,6,2,No_Pool,155000,11.9511804
2004,Excellent,2,3,6,2,No_Pool,173000,12.06104687
2007,Excellent,2,3,6,2,No_Pool,170000,12.04355372
1995,Excellent,2,3,6,2,No_Pool,182000,12.11176197
1993,Excellent,2,3,7,2,No_Pool,163000,12.00150548
1994,Excellent,2,3,7,2,No_Pool,193500,12.17303279
1994,Excellent,2,3,6,2,No_Pool,189000,12.14950229
2001,Excellent,2,3,7,2,No_Pool,190500,12.15740747
1992,Good,2,3,7,2,No_Pool,175000,12.07254125
1991,Good,2,3,6,2,No_Pool,179200,12.09625778
1993,Excellent,2,3,7,2,No_Pool,187000,12.1388639
1993,Excellent,2,2,5,2,No_Pool,193000,12.17044547
1993,Excellent,2,2,5,2,No_Pool,153900,11.94405832
1963,Typical,1,3,5,1,No_Pool,128000,11.75978554
1962,Typical,1,2,4,1,No_Pool,144000,11.87756858
1961,Excellent,1,3,5,1,No_Pool,135000,11.81303006
1968,Good,1,3,5,1,No_Pool,115000,11.65268741
1963,Typical,1,3,5,1,No_Pool,119916,11.69454678
1961,Good,1,3,5,1,No_Pool,142000,11.86358234
1974,Typical,2,3,6,2,No_Pool,192000,12.16525065
1972,Typical,2,4,5,2,No_Pool,140000,11.8493977
1990,Excellent,2,4,9,2,No_Pool,290000,12.5776362
1993,Excellent,2,4,10,2,No_Pool,372500,12.82799232
2004,Excellent,2,2,5,2,No_Pool,196000,12.18586994
2006,Excellent,2,2,5,2,No_Pool,171900,12.05466819
2004,Excellent,2,1,5,2,No_Pool,178000,12.08953883
2005,Excellent,2,2,5,2,No_Pool,165000,12.01370075
2007,Excellent,2,2,5,2,No_Pool,146000,11.8913619
2007,Excellent,2,2,5,2,No_Pool,146000,11.8913619
1999,Good,2,3,6,2,No_Pool,179400,12.09737323
1999,Good,2,3,6,2,No_Pool,172900,12.06046867
2000,Excellent,2,2,5,2,No_Pool,300000,12.61153775
2001,Excellent,1,1,5,2,No_Pool,285000,12.56024446
2001,Excellent,1,2,5,2,No_Pool,290000,12.5776362
1999,Excellent,2,2,5,2,No_Pool,305000,12.62806706
1999,Excellent,2,2,5,2,No_Pool,328900,12.70350903
1999,Excellent,2,2,4,2,No_Pool,160000,11.98292909
1999,Excellent,2,3,5,2,No_Pool,170000,12.04355372
2001,Excellent,2,3,7,2,No_Pool,223000,12.31492705
1999,Excellent,2,3,7,2,No_Pool,170000,12.04355372
1999,Excellent,2,3,7,2,No_Pool,200000,12.20607265
1998,Excellent,2,2,7,2,No_Pool,345000,12.7512997
1996,Excellent,1,1,4,2,No_Pool,245500,12.41105223
1995,Excellent,1,1,4,2,No_Pool,217500,12.28995413
1993,Excellent,1,1,6,2,No_Pool,324000,12.68849879
1984,Typical,2,3,6,2,No_Pool,162500,11.99843328
1977,Typical,2,3,9,3,No_Pool,150000,11.91839057
1976,Excellent,3,3,6,2,No_Pool,290000,12.5776362
2002,Excellent,2,3,7,2,No_Pool,205000,12.23076526
1970,Good,2,3,7,2,No_Pool,174000,12.06681058
1969,Good,2,4,7,2,No_Pool,183000,12.11724143
1968,Fair,1,4,8,2,No_Pool,150000,11.91839057
1971,Excellent,2,3,5,2,No_Pool,145000,11.88448902
1967,Excellent,2,4,8,2,No_Pool,215000,12.27839331
1965,Excellent,2,4,8,2,No_Pool,140500,11.85296277
1974,Typical,2,4,9,2,No_Pool,240000,12.3883942
1968,Excellent,1,4,7,2,No_Pool,141000,11.85651517
1965,Excellent,1,2,5,2,No_Pool,147000,11.89818787
1965,Excellent,1,3,5,2,No_Pool,135000,11.81303006
1965,Typical,2,6,10,2,No_Pool,145000,11.88448902
1965,Typical,2,6,10,2,No_Pool,142600,11.86779879
1973,Typical,2,4,8,2,No_Pool,135000,11.81303006
1971,Typical,1,4,7,2,No_Pool,170000,12.04355372
1976,Excellent,3,4,11,2,No_Pool,299800,12.61087086
1974,Typical,2,4,8,2,No_Pool,185000,12.1281111
1966,Good,1,4,7,2,No_Pool,173000,12.06104687
1961,Good,1,3,6,2,No_Pool,178400,12.0917835
1968,Good,2,4,9,2,No_Pool,176000,12.07823927
1956,Typical,1,2,6,1,No_Pool,98000,11.49272276
1957,Excellent,1,3,5,1,No_Pool,109008,11.59917655
1956,Excellent,1,2,4,1,No_Pool,135750,11.81857024
1963,Good,2,3,6,2,No_Pool,155000,11.9511804
1964,Good,2,3,7,2,No_Pool,180500,12.10348606
1966,Typical,1,3,6,2,No_Pool,174900,12.07196966
1965,Typical,1,3,5,1,No_Pool,140000,11.8493977
1964,Excellent,1,3,6,2,No_Pool,145000,11.88448902
1965,Good,2,3,6,2,No_Pool,179900,12.10015642
1964,Typical,1,3,6,2,No_Pool,168500,12.03469103
1961,Typical,1,3,5,2,No_Pool,140000,11.8493977
1959,Excellent,1,3,5,1,No_Pool,145500,11.88793137
1959,Excellent,1,3,7,2,No_Pool,142000,11.86358234
1960,Typical,1,3,6,1,No_Pool,141000,11.85651517
1960,Excellent,1,3,6,1,No_Pool,153000,11.9381932
1949,Typical,1,2,4,1,No_Pool,72500,11.19134184
1935,Good,1,2,5,0,No_Pool,52000,10.858999
1939,Excellent,1,2,5,1,No_Pool,118000,11.6784399
1937,Typical,1,2,5,1,No_Pool,87000,11.3736634
1960,Typical,2,3,6,2,No_Pool,141500,11.860055
1950,Typical,1,3,6,1,No_Pool,119000,11.68687877
1950,Good,1,3,7,1,No_Pool,141500,11.860055
1955,Good,1,3,8,1,No_Pool,165500,12.01672647
1953,Excellent,1,3,5,1,No_Pool,112900,11.63425775
1965,Typical,1,4,8,2,No_Pool,201800,12.21503239
1961,Typical,1,3,6,2,No_Pool,163000,12.00150548
1961,Good,1,3,6,2,No_Pool,139950,11.84904049
1962,Typical,1,3,7,2,No_Pool,174000,12.06681058
1962,Good,1,3,6,1,No_Pool,165000,12.01370075
1966,Excellent,2,4,9,2,No_Pool,227000,12.3327053
1955,Typical,1,3,6,1,No_Pool,135000,11.81303006
1963,Typical,1,3,6,1,No_Pool,124000,11.72803684
1962,Typical,1,3,6,2,No_Pool,140000,11.8493977
1957,Typical,1,3,6,1,No_Pool,136500,11.82407989
1959,Typical,2,2,7,1,No_Pool,185000,12.1281111
1958,Excellent,1,3,6,2,No_Pool,163000,12.00150548
1958,Excellent,1,3,5,2,No_Pool,166800,12.02455077
1956,Good,1,2,6,1,No_Pool,139000,11.84222921
1957,Typical,1,3,6,2,No_Pool,166000,12.01974307
1958,Good,1,3,5,1,No_Pool,136000,11.82041016
1956,Good,1,3,5,1,No_Pool,133000,11.79810441
1952,Excellent,1,2,4,1,No_Pool,116000,11.66134547
1953,Typical,1,3,6,2,No_Pool,137500,11.8313792
1953,Typical,1,2,5,2,No_Pool,130000,11.77528973
1957,Typical,2,3,6,2,No_Pool,180000,12.10071213
1951,Typical,1,2,4,2,No_Pool,139000,11.84222921
1953,Good,1,2,4,1,No_Pool,110000,11.60823564
1957,Good,2,4,7,1,No_Pool,100000,11.51292546
1947,Typical,1,2,6,1,No_Pool,118500,11.68266824
1957,Fair,2,5,9,2,No_Pool,146000,11.8913619
1948,Typical,1,1,3,1,No_Pool,89900,11.40645322
1925,Typical,1,3,5,1,No_Pool,114000,11.64395373
1945,Typical,1,3,6,1,No_Pool,140000,11.8493977
1940,Good,1,2,4,1,No_Pool,86900,11.37251331
1922,Excellent,1,3,7,4,No_Pool,139000,11.84222921
1900,Typical,2,3,7,0,No_Pool,106250,11.57355009
1962,Excellent,1,4,8,2,No_Pool,171000,12.04941884
1968,Typical,1,3,5,2,No_Pool,139000,11.84222921
1958,Excellent,1,3,6,2,No_Pool,186000,12.13350195
1960,Typical,1,2,5,1,No_Pool,157000,11.96400108
1960,Typical,1,3,5,1,No_Pool,148000,11.90496755
1960,Excellent,2,4,9,2,No_Pool,242000,12.39669301
1953,Good,1,3,5,2,No_Pool,116000,11.66134547
1951,Typical,1,2,5,2,No_Pool,94000,11.45105006
1950,Good,1,3,7,2,No_Pool,98300,11.49577931
1960,Good,2,4,7,1,No_Pool,127000,11.75194237
1959,Good,1,3,6,1,No_Pool,159000,11.97665948
1962,Typical,1,3,6,1,No_Pool,125900,11.74324322
1960,Typical,1,3,6,1,No_Pool,155000,11.9511804
1948,Excellent,2,3,5,2,No_Pool,138000,11.83500896
1954,Typical,1,2,4,1,No_Pool,112500,11.6307085
1954,Good,1,2,4,2,No_Pool,105500,11.56646623
1954,Fair,1,4,6,1,No_Pool,127500,11.75587164
1961,Typical,2,6,10,0,No_Pool,130000,11.77528973
1955,Good,1,3,6,2,No_Pool,150000,11.91839057
1954,Typical,1,2,4,1,No_Pool,109500,11.60367983
1963,Typical,1,4,8,2,No_Pool,140000,11.8493977
1964,Typical,1,4,7,2,No_Pool,167900,12.03112384
1963,Excellent,1,3,6,1,No_Pool,136870,11.82678685
2008,Good,1,3,7,1,No_Pool,143000,11.87059991
1925,Good,1,2,4,2,No_Pool,73000,11.19821472
1904,Good,2,3,8,2,No_Pool,157500,11.96718074
1948,Excellent,1,3,6,2,No_Pool,122600,11.7166823
1910,Fair,1,2,6,1,No_Pool,111000,11.61728548
1920,Excellent,2,5,8,2,No_Pool,256000,12.45293272
1940,Typical,1,2,4,1,No_Pool,64000,11.06663836
1915,Good,1,4,7,1,No_Pool,139500,11.84581988
1910,Good,2,3,9,0,No_Pool,118000,11.6784399
2003,Excellent,2,3,6,2,No_Pool,200000,12.20607265
1940,Good,2,2,8,2,No_Pool,119164,11.68825597
1920,Good,1,2,6,1,No_Pool,122250,11.71382341
1920,Typical,1,2,5,0,No_Pool,120000,11.69524702
1940,Typical,2,3,8,2,No_Pool,155000,11.9511804
1910,Typical,1,2,5,1,No_Pool,78000,11.26446411
1890,Good,1,3,5,0,No_Pool,95000,11.46163217
1948,Excellent,1,2,5,1,No_Pool,115000,11.65268741
1948,Excellent,1,2,6,2,No_Pool,147000,11.89818787
1946,Excellent,1,3,5,3,No_Pool,140000,11.8493977
1946,Typical,1,1,3,1,No_Pool,46500,10.74720759
1957,Good,1,3,5,1,No_Pool,112500,11.6307085
1954,Excellent,1,2,4,1,No_Pool,107900,11.58896015
1949,Good,2,5,6,0,No_Pool,65000,11.08214255
1880,Excellent,3,3,10,3,No_Pool,295000,12.59473064
1900,Typical,2,4,10,2,No_Pool,139500,11.84581988
1915,Good,1,4,7,3,No_Pool,153900,11.94405832
1920,Excellent,1,3,7,1,No_Pool,132000,11.7905572
1916,Fair,1,4,7,3,No_Pool,98000,11.49272276
1900,Excellent,1,2,5,1,No_Pool,114000,11.64395373
1920,Typical,2,4,10,2,No_Pool,130000,11.77528973
1917,Fair,1,3,8,2,No_Pool,129500,11.77143616
1905,Excellent,1,3,7,0,No_Pool,129400,11.77066366
1928,Excellent,2,3,7,2,No_Pool,161000,11.98915964
1905,Excellent,2,3,7,2,No_Pool,163000,12.00150548
1914,Excellent,2,3,9,0,No_Pool,128000,11.75978554
1872,Fair,2,4,8,0,No_Pool,122000,11.71177632
1926,Typical,1,2,5,1,No_Pool,116900,11.66907415
1893,Good,3,3,9,2,No_Pool,325000,12.69158046
1920,Typical,1,2,5,2,No_Pool,55000,10.91508846
1890,Good,2,5,10,2,No_Pool,184000,12.12269104
1959,Good,1,2,5,1,No_Pool,110000,11.60823564
1954,Excellent,2,4,7,1,No_Pool,131500,11.78676213
1956,Good,1,2,4,1,No_Pool,97000,11.48246626
1958,Typical,1,2,5,1,No_Pool,115500,11.65702581
1928,Typical,1,2,5,1,No_Pool,138000,11.83500896
1945,Good,1,3,8,1,No_Pool,108000,11.58988651
1930,Typical,1,2,4,1,No_Pool,79500,11.2835123
1935,Typical,2,3,6,1,No_Pool,153000,11.9381932
1924,Good,1,2,5,0,No_Pool,109500,11.60367983
1941,Excellent,1,3,6,1,No_Pool,124000,11.72803684
1900,Excellent,1,3,6,1,No_Pool,106900,11.5796491
1940,Excellent,1,3,6,1,No_Pool,164900,12.01309451
1924,Excellent,1,2,5,2,No_Pool,119000,11.68687877
1929,Typical,1,3,5,1,No_Pool,120000,11.69524702
1937,Excellent,2,3,5,1,No_Pool,157000,11.96400108
1939,Excellent,2,2,7,1,No_Pool,105000,11.56171563
1926,Excellent,1,3,6,1,No_Pool,113000,11.6351431
1920,Typical,1,3,6,1,No_Pool,115000,11.65268741
1946,Typical,1,2,4,1,No_Pool,79000,11.27720313
1929,Excellent,1,2,6,1,No_Pool,123000,11.71993963
1945,Good,1,1,6,1,No_Pool,81300,11.3059013
1930,Typical,2,3,8,2,No_Pool,162900,12.00089179
1939,Typical,2,4,7,2,No_Pool,150000,11.91839057
1923,Typical,2,4,7,2,No_Pool,123500,11.72399644
1931,Good,2,2,8,2,No_Pool,129900,11.7745202
1920,Excellent,2,3,6,2,No_Pool,128000,11.75978554
1927,Fair,1,1,4,1,No_Pool,68500,11.13458902
1948,Typical,1,2,6,1,No_Pool,127000,11.75194237
1923,Good,1,4,8,2,No_Pool,207000,12.24047407
1925,Excellent,2,4,8,1,No_Pool,184000,12.12269104
1915,Excellent,2,4,8,2,No_Pool,162500,11.99843328
1940,Good,1,3,8,1,No_Pool,145000,11.88448902
1918,Excellent,1,2,5,1,No_Pool,130000,11.77528973
1910,Good,2,5,8,1,No_Pool,160000,11.98292909
1925,Fair,1,3,7,1,No_Pool,161000,11.98915964
1910,Excellent,1,3,7,1,No_Pool,127500,11.75587164
1930,Typical,1,1,4,2,No_Pool,93850,11.44945304
1952,Typical,1,4,7,1,No_Pool,136000,11.82041016
1938,Typical,2,4,9,2,No_Pool,141000,11.85651517
1915,Good,2,2,6,2,No_Pool,120000,11.69524702
1925,Good,1,2,5,2,No_Pool,127500,11.75587164
1925,Typical,2,3,6,1,No_Pool,127000,11.75194237
1920,Typical,1,3,6,0,No_Pool,89500,11.4019939
1955,Typical,1,2,4,2,No_Pool,125000,11.73606902
1920,Good,1,4,7,0,No_Pool,79900,11.28853113
1912,Typical,1,1,5,2,No_Pool,85000,11.35040654
1915,Excellent,2,3,8,0,No_Pool,82375,11.31903727
1906,Excellent,1,3,7,1,No_Pool,135000,11.81303006
1947,Good,1,3,6,1,No_Pool,124000,11.72803684
1968,Excellent,1,3,5,1,No_Pool,134000,11.80559508
